"","date","target","insult","tweet"
"580","2015-12-06","deb-sopan","dishonest",".@KatyTurNBC, 3rd rate reporter & @SopanDeb @ CBS lied. Finished in normal manner&signed autos for 20min. Dishonest! https://t.co/sCglbQjB3o"
"581","2015-12-06","katy-tur","incompetent","@Maddow, you copied incompetent @KatyTurNBC incorrect story. I'm sure you would like to apologize to me on show. Thank you for the courtesy."
"582","2015-12-06","katy-tur","incorrect story","@Maddow, you copied incompetent @KatyTurNBC incorrect story. I'm sure you would like to apologize to me on show. Thank you for the courtesy."
"583","2015-12-06","katy-tur","should be fired",".@KatyTurNBC & @DebSopan should be fired for dishonest reporting. Thank you @GatewayPundit for reporting the truth. #Trump2016"
"584","2015-12-06","deb-sopan","dishonest reporting",".@KatyTurNBC & @DebSopan should be fired for dishonest reporting. Thank you @GatewayPundit for reporting the truth. #Trump2016"
"585","2015-12-06","deb-sopan","should be fired",".@KatyTurNBC & @DebSopan should be fired for dishonest reporting. Thank you @GatewayPundit for reporting the truth. #Trump2016"
"586","2015-12-06","katy-tur","dishonest reporting",".@KatyTurNBC & @DebSopan should be fired for dishonest reporting. Thank you @GatewayPundit for reporting the truth. #Trump2016"
"587","2015-12-06","hillary-clinton","afraid of Obama & the emails","Hillary just said that she will not use the term ""radical Islamic"" - but was incapable of saying why. She is afraid of Obama & the e-mails!"
"588","2015-12-07","meet-the-press","terrible ratings","Gee, @meetthepress with @chucktodd was getting terrible ratings then, with me, he set records - I saved his job, but Chuck still not nice!"
"589","2015-12-07","chuck-todd","still not nice","Gee, @meetthepress with @chucktodd was getting terrible ratings then, with me, he set records - I saved his job, but Chuck still not nice!"
"590","2015-12-07","chuck-todd","I saved his job","Gee, @meetthepress with @chucktodd was getting terrible ratings then, with me, he set records - I saved his job, but Chuck still not nice!"
"591","2015-12-07","hillary-clinton","won't call out radical Islam","Hillary won't call out radical Islam! She will be soundly defeated."
"592","2015-12-07","hillary-clinton","will be soundly defeated","Hillary won't call out radical Islam! She will be soundly defeated."
"593","2015-12-07","oval-office-podium","looks odd","The podium in the Oval Office looks odd! Not good, but the words will be the key."
"594","2015-12-07","oval-office-podium","not good","The podium in the Oval Office looks odd! Not good, but the words will be the key."
"595","2015-12-07","bill-deblasio","the worst mayor in the United States","N.Y.C. has the worst Mayor in the United States. I hate watching what is happening with the dirty streets, the homeless and crime! Disgrace"
"596","2015-12-07","bill-deblasio","disgrace","N.Y.C. has the worst Mayor in the United States. I hate watching what is happening with the dirty streets, the homeless and crime! Disgrace"
"597","2015-12-07","washington-post","loses a fortune","The @washingtonpost, which loses a fortune, is owned by @JeffBezos for purposes of keeping taxes down at his no profit company, @amazon."
"598","2015-12-07","amazon","no profit company","The @washingtonpost, which loses a fortune, is owned by @JeffBezos for purposes of keeping taxes down at his no profit company, @amazon."
"599","2015-12-07","washington-post","big tax shelter","The @washingtonpost loses money (a deduction) and gives owner @JeffBezos power to screw public on low taxation of @Amazon! Big tax shelter"
"600","2015-12-07","amazon","if @amazon ever had to pay fair taxes, its stock would crash and it would crumble like a paper bag","If @amazon ever had to pay fair taxes, its stock would crash and it would crumble like a paper bag. The @washingtonpost scam is saving it!"
"601","2015-12-07","amazon","@washingtonpost scam is saving it!","If @amazon ever had to pay fair taxes, its stock would crash and it would crumble like a paper bag. The @washingtonpost scam is saving it!"
"602","2015-12-07","john-kasich","poor","Poor @JohnKasich doesn't have what it takes- https://t.co/ijaxXpe6xT"
"603","2015-12-07","john-kasich","doesn't have what it takes","Poor @JohnKasich doesn't have what it takes- https://t.co/ijaxXpe6xT"
"604","2015-12-07","the-media","wants to surrender constitutional rights","The main stream media wants to surrender constitutional rights -- I believe #ISIS needs to surrender!"
"605","2015-12-08","the-new-york-times","change your false story","Just released @CNN Poll gives me a big 13 point lead in Iowa. Change your false story failing @nytimes. Thank you Iowa!"
"606","2015-12-08","the-new-york-times","failing","Just released @CNN Poll gives me a big 13 point lead in Iowa. Change your false story failing @nytimes. Thank you Iowa!"
"607","2015-12-08","wall-street-journal","reported 'Cruz momentum' but nothing about the fact that I easily won!","Just won IOWA @CNN Poll BIG: Trump 33% Cruz 20% Rubio 11%, but @WSJ reported ""Cruz momentum"" but nothing about the fact that I easily won!"
"608","2015-12-09","associated-press","false","Despite my great respect for King Abdullah II, I will not be visiting Jordan at this time. This is in response to the false @AP report."
"609","2015-12-09","the-new-york-times","failing","The failing @nytimes does not mention the new @CNN Poll that has me leading Iowa by a massive 13 points - I am at 33%. Maggie Haberman, sad!"
"610","2015-12-09","maggie-haberman","sad","The failing @nytimes does not mention the new @CNN Poll that has me leading Iowa by a massive 13 points - I am at 33%. Maggie Haberman, sad!"
"611","2015-12-09","hillary-clinton","does not have the STRENGTH or STAMINA to be President","Hillary Clinton does not have the STRENGTH or STAMINA to be President. We need strong and super smart for our next leader - or trouble!"
"612","2015-12-09","michael-nutter","a crude dope!","""@mysteriousLoser: @realDonaldTrump did you hear the mayor nutter of philadelphias comments towards you? Ignorance"" Yes, he is a crude dope!"
"613","2015-12-09","angela-merkel","ruining Germany","I told you @TIME Magazine would never pick me as person of the year despite being the big favorite They picked person who is ruining Germany"
"614","2015-12-09","michael-nutter","doing a terrible job",".@Mayor_Nutter of Philadelphia, who is doing a terrible job, should be ashamed for using such a disgusting word in referring to me.Low life!"
"615","2015-12-09","michael-nutter","low life",".@Mayor_Nutter of Philadelphia, who is doing a terrible job, should be ashamed for using such a disgusting word in referring to me.Low life!"
"616","2015-12-10","s-e-cupp","hard to watch, zero talent",".@secupp, who can't believe that her candidate has bombed so badly, is one of the dumber pundits on T.V. Hard to watch, zero talent! @CNN"
"617","2015-12-10","s-e-cupp","one of the dumber pundits on tv",".@secupp, who can't believe that her candidate has bombed so badly, is one of the dumber pundits on T.V. Hard to watch, zero talent! @CNN"
"618","2015-12-10","s-e-cupp","totally biased loser who doesn't have a clue","Why does @CNN bore their audience with people like @secupp, a totally biased loser who doesn't have a clue. I hear she will soon be gone!"
"619","2015-12-10","s-e-cupp","will be gone soon","Why does @CNN bore their audience with people like @secupp, a totally biased loser who doesn't have a clue. I hear she will soon be gone!"
"620","2015-12-10","rick-wilson","weak and totally conflicted","Weak and totally conflicted people like @TheRickWilson shouldn't be allowed on television unless given an I.Q. test. Dumb as a rock! @CNN"
"621","2015-12-10","rick-wilson","dumb as a rock","Weak and totally conflicted people like @TheRickWilson shouldn't be allowed on television unless given an I.Q. test. Dumb as a rock! @CNN"
"622","2015-12-10","megyn-kelly","really weird, she's being driven crazy",".@Megynkelly spent a big part of her show talking about other shows spending so much time on me. Really weird, she's being driven crazy!"
"623","2015-12-10","our-visa-system","broken, like so much else in our country","Our VISA system is broken, like so much else in our country. We better get it fixed really fast. MAKE AMERICA GREAT AGAIN!"
"624","2015-12-10","united-kingdom","trying hard to disguise their massive Muslim problem","The United Kingdom is trying hard to disguise their massive Muslim problem. Everybody is wise to what is happening, very sad! Be honest."
"625","2015-12-10","karl-rove","dummy","Dummy @KarlRove continues to make and write false statements. He still thinks Romney won--he should get a life!"
"626","2015-12-10","karl-rove","should get a life","Dummy @KarlRove continues to make and write false statements. He still thinks Romney won--he should get a life!"
"627","2015-12-10","karl-rove","establishment flunky","Establishment flunky @KarlRove is going crazy with the just released CBS poll that has me way ahead. New Fox poll has me beating Hillary."
"628","2015-12-11","bernard-goldberg","not good",".@BernardGoldberg was not good tonight on @oreillyfactor. He just doesn't know about winning! But he is a nice guy."
